protein_A,protein_B,string_id_A,string_id_B,score,nscore,escore,dscore,tscore
PLCG1,PI4K2B,9606.ENSP00000244007,9606.ENSP00000264864,0.675,0.0,0.0,0.65,0.11
PLCG1,CARD11,9606.ENSP00000244007,9606.ENSP00000380150,0.705,0.0,0.0,0.0,0.691
PLCG1,PIP5KL1,9606.ENSP00000244007,9606.ENSP00000373399,0.717,0.0,0.0,0.697,0.101
PLCG1,ITPKA,9606.ENSP00000244007,9606.ENSP00000260386,0.741,0.0,0.0,0.65,0.289
PLCG1,ITPKC,9606.ENSP00000244007,9606.ENSP00000263370,0.745,0.0,0.0,0.65,0.302
PLCG1,DGKA,9606.ENSP00000244007,9606.ENSP00000377703,0.793,0.0,0.0,0.65,0.42
PLCG1,ITPKB,9606.ENSP00000244007,9606.ENSP00000411152,0.834,0.0,0.0,0.65,0.531
PLCG1,LAT2,9606.ENSP00000244007,9606.ENSP00000381492,0.864,0.0,0.292,0.0,0.816
PLCG1,JMJD7-PLA2G4B,9606.ENSP00000244007,9606.ENSP00000371886,0.9,0.0,0.0,0.9,0.0
PLCG1,INPP5F,9606.ENSP00000244007,9606.ENSP00000497527,0.902,0.0,0.0,0.9,0.065
PLCG1,PLA2G4C,9606.ENSP00000244007,9606.ENSP00000472546,0.902,0.0,0.0,0.9,0.066
PLCG1,PLA2G4E,9606.ENSP00000244007,9606.ENSP00000382434,0.902,0.0,0.0,0.9,0.066
PLCG1,PLA2G4F,9606.ENSP00000244007,9606.ENSP00000380442,0.902,0.0,0.0,0.9,0.066
PLCG1,PLA2G4B,9606.ENSP00000244007,9606.ENSP00000396045,0.904,0.0,0.0,0.9,0.081
PLCG1,DCC,9606.ENSP00000244007,9606.ENSP00000389140,0.904,0.0,0.0,0.9,0.081
PLCG1,PLA2G4D,9606.ENSP00000244007,9606.ENSP00000290472,0.904,0.0,0.0,0.9,0.079
PLCG1,MINPP1,9606.ENSP00000244007,9606.ENSP00000361064,0.905,0.0,0.0,0.9,0.087
PLCG1,MTM1,9606.ENSP00000244007,9606.ENSP00000359423,0.906,0.0,0.0,0.9,0.085
PLCG1,INPP1,9606.ENSP00000244007,9606.ENSP00000376142,0.907,0.0,0.0,0.9,0.108
PLCG1,IL6R,9606.ENSP00000244007,9606.ENSP00000357470,0.91,0.0,0.0,0.9,0.137
PLCG1,TEC,9606.ENSP00000244007,9606.ENSP00000370912,0.914,0.0,0.095,0.9,0.103
PLCG1,IPMK,9606.ENSP00000244007,9606.ENSP00000363046,0.916,0.0,0.0,0.9,0.198
PLCG1,NOS3,9606.ENSP00000244007,9606.ENSP00000297494,0.916,0.0,0.0,0.9,0.203
PLCG1,HCST,9606.ENSP00000244007,9606.ENSP00000246551,0.921,0.0,0.0,0.9,0.248
PLCG1,INPP5A,9606.ENSP00000244007,9606.ENSP00000357583,0.922,0.0,0.0,0.9,0.259
PLCG1,PIK3CB,9606.ENSP00000244007,9606.ENSP00000501150,0.924,0.0,0.0,0.9,0.271
PLCG1,VAV3,9606.ENSP00000244007,9606.ENSP00000359073,0.928,0.0,0.069,0.9,0.248
PLCG1,PLA2G4A,9606.ENSP00000244007,9606.ENSP00000356436,0.932,0.0,0.0,0.9,0.353
PLCG1,ICAM1,9606.ENSP00000244007,9606.ENSP00000264832,0.943,0.0,0.0,0.9,0.455
PLCG1,SH2D2A,9606.ENSP00000244007,9606.ENSP00000376123,0.954,0.0,0.0,0.9,0.559
PLCG1,VAV2,9606.ENSP00000244007,9606.ENSP00000360916,0.955,0.0,0.069,0.9,0.515
PLCG1,PRKCA,9606.ENSP00000244007,9606.ENSP00000408695,0.958,0.0,0.0,0.9,0.592
PLCG1,PLCG2,9606.ENSP00000244007,9606.ENSP00000482457,0.964,0.0,0.387,0.9,0.448
PLCG1,PRKCQ,9606.ENSP00000244007,9606.ENSP00000263125,0.971,0.0,0.0,0.9,0.724
PLCG1,SH3BP2,9606.ENSP00000244007,9606.ENSP00000424846,0.986,0.0,0.625,0.9,0.667
PLCG1,GRAP2,9606.ENSP00000244007,9606.ENSP00000339186,0.998,0.0,0.135,0.5,0.996
PLCG1,SYK,9606.ENSP00000244007,9606.ENSP00000364898,0.998,0.0,0.948,0.9,0.663
PLCG1,LAT,9606.ENSP00000244007,9606.ENSP00000378845,0.999,0.0,0.869,0.9,0.992
HCST,PIK3CB,9606.ENSP00000246551,9606.ENSP00000501150,0.913,0.0,0.074,0.9,0.142
HCST,PLCG2,9606.ENSP00000246551,9606.ENSP00000482457,0.945,0.0,0.0,0.9,0.418
HCST,SYK,9606.ENSP00000246551,9606.ENSP00000364898,0.945,0.0,0.0,0.0,0.933
ITPKA,PLCG2,9606.ENSP00000260386,9606.ENSP00000482457,0.728,0.0,0.0,0.65,0.256
ITPKA,ITPKC,9606.ENSP00000260386,9606.ENSP00000263370,0.91,0.0,0.0,0.9,0.116
ITPKA,MINPP1,9606.ENSP00000260386,9606.ENSP00000361064,0.927,0.0,0.0,0.913,0.196
ITPKA,ITPKB,9606.ENSP00000260386,9606.ENSP00000411152,0.936,0.0,0.0,0.9,0.376
ITPKA,INPP5A,9606.ENSP00000260386,9606.ENSP00000357583,0.95,0.0,0.0,0.9,0.519
ITPKA,IPMK,9606.ENSP00000260386,9606.ENSP00000363046,0.952,0.0,0.0,0.9,0.541
MAP3K8,PTGS2,9606.ENSP00000263056,9606.ENSP00000356438,0.409,0.0,0.0,0.0,0.291
MAP3K8,NFKBIZ,9606.ENSP00000263056,9606.ENSP00000325663,0.543,0.0,0.0,0.0,0.335
MAP3K8,RELA,9606.ENSP00000263056,9606.ENSP00000384273,0.892,0.0,0.738,0.0,0.59
PRKCQ,VAV3,9606.ENSP00000263125,9606.ENSP00000359073,0.41,0.0,0.0,0.0,0.403
PRKCQ,PRKCA,9606.ENSP00000263125,9606.ENSP00000408695,0.455,0.0,0.0,0.4,0.076
PRKCQ,GRAP2,9606.ENSP00000263125,9606.ENSP00000339186,0.461,0.0,0.066,0.0,0.385
PRKCQ,LAT,9606.ENSP00000263125,9606.ENSP00000378845,0.48,0.0,0.0,0.0,0.456
PRKCQ,MALT1,9606.ENSP00000263125,9606.ENSP00000497997,0.913,0.0,0.304,0.5,0.769
PRKCQ,RELA,9606.ENSP00000263125,9606.ENSP00000384273,0.934,0.0,0.094,0.9,0.312
PRKCQ,BCL10,9606.ENSP00000263125,9606.ENSP00000498104,0.973,0.0,0.51,0.5,0.901
PRKCQ,CARD11,9606.ENSP00000263125,9606.ENSP00000380150,0.998,0.0,0.785,0.9,0.926
ITPKC,PLCG2,9606.ENSP00000263370,9606.ENSP00000482457,0.713,0.0,0.0,0.65,0.214
ITPKC,ITPKB,9606.ENSP00000263370,9606.ENSP00000411152,0.916,0.0,0.0,0.9,0.172
ITPKC,MINPP1,9606.ENSP00000263370,9606.ENSP00000361064,0.929,0.0,0.0,0.913,0.212
ITPKC,INPP5A,9606.ENSP00000263370,9606.ENSP00000357583,0.939,0.0,0.0,0.9,0.41
ITPKC,IPMK,9606.ENSP00000263370,9606.ENSP00000363046,0.949,0.0,0.0,0.9,0.514
ICAM1,PPP1R13L,9606.ENSP00000264832,9606.ENSP00000354218,0.406,0.0,0.0,0.0,0.388
ICAM1,SYK,9606.ENSP00000264832,9606.ENSP00000364898,0.466,0.0,0.0,0.0,0.459
ICAM1,NLRP12,9606.ENSP00000264832,9606.ENSP00000375653,0.491,0.0,0.0,0.0,0.466
ICAM1,CXCL3,9606.ENSP00000264832,9606.ENSP00000296026,0.565,0.0,0.0,0.0,0.436
ICAM1,IL6R,9606.ENSP00000264832,9606.ENSP00000357470,0.681,0.0,0.0,0.4,0.479
ICAM1,CXCL2,9606.ENSP00000264832,9606.ENSP00000427279,0.704,0.0,0.0,0.0,0.593
ICAM1,NOS3,9606.ENSP00000264832,9606.ENSP00000297494,0.709,0.0,0.0,0.0,0.696
ICAM1,PTGS2,9606.ENSP00000264832,9606.ENSP00000356438,0.835,0.0,0.0,0.0,0.814
ICAM1,RELA,9606.ENSP00000264832,9606.ENSP00000384273,0.855,0.0,0.626,0.0,0.57
ICAM1,PLCG2,9606.ENSP00000264832,9606.ENSP00000482457,0.952,0.0,0.0,0.9,0.545
PI4K2B,PLCG2,9606.ENSP00000264864,9606.ENSP00000482457,0.681,0.0,0.0,0.65,0.126
PI4K2B,MTM1,9606.ENSP00000264864,9606.ENSP00000359423,0.718,0.0,0.0,0.65,0.222
PI4K2B,INPP5F,9606.ENSP00000264864,9606.ENSP00000497527,0.908,0.0,0.0,0.9,0.125
PI4K2B,PIP5KL1,9606.ENSP00000264864,9606.ENSP00000373399,0.921,0.0,0.0,0.913,0.129
PLA2G4D,PLA2G4B,9606.ENSP00000290472,9606.ENSP00000396045,0.456,0.0,0.0,0.4,0.097
PLA2G4D,PLA2G4E,9606.ENSP00000290472,9606.ENSP00000382434,0.486,0.0,0.0,0.4,0.103
PLA2G4D,PLA2G4F,9606.ENSP00000290472,9606.ENSP00000380442,0.494,0.0,0.0,0.4,0.126
PLA2G4D,PLA2G4A,9606.ENSP00000290472,9606.ENSP00000356436,0.524,0.0,0.0,0.4,0.177
PLA2G4D,PRKCA,9606.ENSP00000290472,9606.ENSP00000408695,0.67,0.0,0.0,0.65,0.076
PLA2G4D,PTGS2,9606.ENSP00000290472,9606.ENSP00000356438,0.696,0.0,0.0,0.65,0.156
PLA2G4D,PLCG2,9606.ENSP00000290472,9606.ENSP00000482457,0.902,0.0,0.0,0.9,0.066
CXCL3,NFKBIZ,9606.ENSP00000296026,9606.ENSP00000325663,0.557,0.0,0.0,0.0,0.326
CXCL3,PTGS2,9606.ENSP00000296026,9606.ENSP00000356438,0.612,0.0,0.0,0.0,0.442
CXCL3,RELA,9606.ENSP00000296026,9606.ENSP00000384273,0.923,0.0,0.0,0.9,0.258
CXCL3,CXCL2,9606.ENSP00000296026,9606.ENSP00000427279,0.995,0.0,0.61,0.9,0.555
NOS3,PTGS2,9606.ENSP00000297494,9606.ENSP00000356438,0.642,0.0,0.091,0.0,0.622
NOS3,PLCG2,9606.ENSP00000297494,9606.ENSP00000482457,0.909,0.0,0.0,0.9,0.129
NKIRAS2,RELA,9606.ENSP00000303580,9606.ENSP00000384273,0.513,0.0,0.0,0.4,0.2
NFKBIZ,MALT1,9606.ENSP00000325663,9606.ENSP00000497997,0.492,0.0,0.091,0.0,0.46
NFKBIZ,NFKBID,9606.ENSP00000325663,9606.ENSP00000380109,0.497,0.0,0.0,0.0,0.438
NFKBIZ,PTGS2,9606.ENSP00000325663,9606.ENSP00000356438,0.651,0.0,0.0,0.0,0.53
NFKBIZ,CXCL2,9606.ENSP00000325663,9606.ENSP00000427279,0.701,0.0,0.0,0.0,0.399
NFKBIZ,RELA,9606.ENSP00000325663,9606.ENSP00000384273,0.969,0.0,0.098,0.9,0.67
GRAP2,SH2D2A,9606.ENSP00000339186,9606.ENSP00000376123,0.409,0.0,0.0,0.0,0.363
GRAP2,CARD11,9606.ENSP00000339186,9606.ENSP00000380150,0.437,0.0,0.0,0.0,0.329
GRAP2,SH3BP2,9606.ENSP00000339186,9606.ENSP00000424846,0.45,0.0,0.0,0.0,0.45
GRAP2,PIK3CB,9606.ENSP00000339186,9606.ENSP00000501150,0.533,0.0,0.0,0.5,0.105
GRAP2,DAPP1,9606.ENSP00000339186,9606.ENSP00000423602,0.564,0.0,0.0,0.0,0.541
GRAP2,TEC,9606.ENSP00000339186,9606.ENSP00000370912,0.569,0.0,0.1,0.5,0.05
GRAP2,VAV2,9606.ENSP00000339186,9606.ENSP00000360916,0.591,0.0,0.093,0.5,0.172
GRAP2,LAT2,9606.ENSP00000339186,9606.ENSP00000381492,0.717,0.0,0.0,0.0,0.711
GRAP2,VAV3,9606.ENSP00000339186,9606.ENSP00000359073,0.75,0.0,0.093,0.5,0.495
GRAP2,PLCG2,9606.ENSP00000339186,9606.ENSP00000482457,0.894,0.0,0.135,0.8,0.436
GRAP2,SYK,9606.ENSP00000339186,9606.ENSP00000364898,0.904,0.0,0.335,0.5,0.707
GRAP2,LAT,9606.ENSP00000339186,9606.ENSP00000378845,0.999,0.0,0.535,0.9,0.98
PPP1R13L,RELA,9606.ENSP00000354218,9606.ENSP00000384273,0.925,0.0,0.512,0.0,0.845
PLA2G4A,PLA2G4C,9606.ENSP00000356436,9606.ENSP00000472546,0.401,0.0,0.0,0.0,0.341
PLA2G4A,PIK3CB,9606.ENSP00000356436,9606.ENSP00000501150,0.446,0.0,0.0,0.0,0.442
PLA2G4A,PLA2G4F,9606.ENSP00000356436,9606.ENSP00000380442,0.511,0.0,0.0,0.4,0.165
PLA2G4A,PLA2G4E,9606.ENSP00000356436,9606.ENSP00000382434,0.526,0.0,0.0,0.4,0.165
PLA2G4A,PLA2G4B,9606.ENSP00000356436,9606.ENSP00000396045,0.593,0.0,0.0,0.4,0.29
PLA2G4A,PRKCA,9606.ENSP00000356436,9606.ENSP00000408695,0.858,0.0,0.292,0.65,0.433
PLA2G4A,PLCG2,9606.ENSP00000356436,9606.ENSP00000482457,0.936,0.0,0.0,0.9,0.388
PLA2G4A,PTGS2,9606.ENSP00000356436,9606.ENSP00000356438,0.962,0.0,0.0,0.65,0.812
PTGS2,SYK,9606.ENSP00000356438,9606.ENSP00000364898,0.406,0.0,0.0,0.0,0.376
PTGS2,PIK3CB,9606.ENSP00000356438,9606.ENSP00000501150,0.447,0.0,0.0,0.0,0.447
PTGS2,IL6R,9606.ENSP00000356438,9606.ENSP00000357470,0.478,0.0,0.0,0.0,0.428
PTGS2,PRKCA,9606.ENSP00000356438,9606.ENSP00000408695,0.626,0.0,0.0,0.0,0.618
PTGS2,JMJD7-PLA2G4B,9606.ENSP00000356438,9606.ENSP00000371886,0.65,0.0,0.0,0.65,0.0
PTGS2,PLA2G4E,9606.ENSP00000356438,9606.ENSP00000382434,0.696,0.0,0.0,0.65,0.156
PTGS2,PLA2G4F,9606.ENSP00000356438,9606.ENSP00000380442,0.698,0.0,0.0,0.65,0.161
PTGS2,PLA2G4B,9606.ENSP00000356438,9606.ENSP00000396045,0.713,0.0,0.0,0.65,0.201
PTGS2,RELA,9606.ENSP00000356438,9606.ENSP00000384273,0.737,0.0,0.0,0.0,0.731
PTGS2,PLA2G4C,9606.ENSP00000356438,9606.ENSP00000472546,0.744,0.0,0.0,0.65,0.287
PTGS2,CXCL2,9606.ENSP00000356438,9606.ENSP00000427279,0.819,0.0,0.0,0.0,0.679
IL6R,PLCG2,9606.ENSP00000357470,9606.ENSP00000482457,0.91,0.0,0.0,0.9,0.107
INPP5A,PLCG2,9606.ENSP00000357583,9606.ENSP00000482457,0.916,0.0,0.0,0.9,0.204
INPP5A,IPMK,9606.ENSP00000357583,9606.ENSP00000363046,0.916,0.0,0.0,0.9,0.188
INPP5A,INPP1,9606.ENSP00000357583,9606.ENSP00000376142,0.922,0.0,0.0,0.913,0.125
INPP5A,MINPP1,9606.ENSP00000357583,9606.ENSP00000361064,0.932,0.0,0.0,0.913,0.247
INPP5A,ITPKB,9606.ENSP00000357583,9606.ENSP00000411152,0.946,0.0,0.0,0.9,0.489
VAV3,BCL10,9606.ENSP00000359073,9606.ENSP00000498104,0.46,0.0,0.0,0.0,0.438
VAV3,SH2D2A,9606.ENSP00000359073,9606.ENSP00000376123,0.531,0.0,0.0,0.5,0.102
VAV3,DAPP1,9606.ENSP00000359073,9606.ENSP00000423602,0.641,0.0,0.045,0.0,0.63
VAV3,LAT,9606.ENSP00000359073,9606.ENSP00000378845,0.783,0.0,0.066,0.5,0.573
VAV3,TEC,9606.ENSP00000359073,9606.ENSP00000370912,0.907,0.0,0.0,0.9,0.0
VAV3,VAV2,9606.ENSP00000359073,9606.ENSP00000360916,0.913,0.0,0.0,0.9,0.156
VAV3,PIK3CB,9606.ENSP00000359073,9606.ENSP00000501150,0.924,0.0,0.0,0.9,0.23
VAV3,PLCG2,9606.ENSP00000359073,9606.ENSP00000482457,0.941,0.0,0.069,0.9,0.37
VAV3,SH3BP2,9606.ENSP00000359073,9606.ENSP00000424846,0.943,0.0,0.292,0.9,0.244
VAV3,SYK,9606.ENSP00000359073,9606.ENSP00000364898,0.997,0.0,0.045,0.9,0.969
MTM1,INPP5F,9606.ENSP00000359423,9606.ENSP00000497527,0.905,0.0,0.0,0.9,0.091
MTM1,PLCG2,9606.ENSP00000359423,9606.ENSP00000482457,0.905,0.0,0.0,0.9,0.078
VAV2,BCL10,9606.ENSP00000360916,9606.ENSP00000498104,0.434,0.0,0.0,0.0,0.414
VAV2,SH2D2A,9606.ENSP00000360916,9606.ENSP00000376123,0.571,0.0,0.0,0.5,0.177
VAV2,LAT,9606.ENSP00000360916,9606.ENSP00000378845,0.692,0.0,0.066,0.5,0.395
VAV2,TEC,9606.ENSP00000360916,9606.ENSP00000370912,0.907,0.0,0.0,0.9,0.0
VAV2,PLCG2,9606.ENSP00000360916,9606.ENSP00000482457,0.932,0.0,0.069,0.9,0.26
VAV2,PIK3CB,9606.ENSP00000360916,9606.ENSP00000501150,0.954,0.0,0.0,0.9,0.534
VAV2,SH3BP2,9606.ENSP00000360916,9606.ENSP00000424846,0.958,0.0,0.51,0.9,0.202
VAV2,SYK,9606.ENSP00000360916,9606.ENSP00000364898,0.989,0.0,0.476,0.9,0.803
MINPP1,INPP1,9606.ENSP00000361064,9606.ENSP00000376142,0.441,0.0,0.0,0.0,0.436
MINPP1,PLCG2,9606.ENSP00000361064,9606.ENSP00000482457,0.9,0.0,0.0,0.9,0.0
MINPP1,ITPKB,9606.ENSP00000361064,9606.ENSP00000411152,0.928,0.0,0.0,0.913,0.203
MINPP1,IPMK,9606.ENSP00000361064,9606.ENSP00000363046,0.956,0.0,0.053,0.9,0.573
IPMK,PLCG2,9606.ENSP00000363046,9606.ENSP00000482457,0.911,0.0,0.0,0.9,0.148
IPMK,ITPKB,9606.ENSP00000363046,9606.ENSP00000411152,0.954,0.0,0.0,0.9,0.566
SYK,RELA,9606.ENSP00000364898,9606.ENSP00000384273,0.434,0.0,0.098,0.0,0.38
SYK,SH2D2A,9606.ENSP00000364898,9606.ENSP00000376123,0.496,0.0,0.336,0.0,0.219
SYK,TEC,9606.ENSP00000364898,9606.ENSP00000370912,0.523,0.0,0.0,0.4,0.175
SYK,DAPP1,9606.ENSP00000364898,9606.ENSP00000423602,0.646,0.0,0.056,0.0,0.576
SYK,CARD11,9606.ENSP00000364898,9606.ENSP00000380150,0.746,0.0,0.09,0.0,0.705
SYK,MALT1,9606.ENSP00000364898,9606.ENSP00000497997,0.79,0.0,0.071,0.0,0.773
SYK,BCL10,9606.ENSP00000364898,9606.ENSP00000498104,0.884,0.0,0.091,0.0,0.868
SYK,PIK3CB,9606.ENSP00000364898,9606.ENSP00000501150,0.938,0.0,0.069,0.9,0.39
SYK,PLCG2,9606.ENSP00000364898,9606.ENSP00000482457,0.999,0.0,0.292,0.9,0.987
TEC,LAT,9606.ENSP00000370912,9606.ENSP00000378845,0.515,0.0,0.045,0.5,0.0
TEC,PLCG2,9606.ENSP00000370912,9606.ENSP00000482457,0.919,0.0,0.045,0.9,0.202
JMJD7-PLA2G4B,PRKCA,9606.ENSP00000371886,9606.ENSP00000408695,0.65,0.0,0.0,0.65,0.0
JMJD7-PLA2G4B,PLCG2,9606.ENSP00000371886,9606.ENSP00000482457,0.9,0.0,0.0,0.9,0.0
PIP5KL1,PLCG2,9606.ENSP00000373399,9606.ENSP00000482457,0.701,0.0,0.0,0.697,0.054
PIP5KL1,INPP5F,9606.ENSP00000373399,9606.ENSP00000497527,0.9,0.0,0.0,0.9,0.048
PIP5KL1,PIK3CB,9606.ENSP00000373399,9606.ENSP00000501150,0.925,0.0,0.0,0.906,0.241
NLRP12,RELA,9606.ENSP00000375653,9606.ENSP00000384273,0.927,0.0,0.095,0.9,0.223
SH2D2A,PIK3CB,9606.ENSP00000376123,9606.ENSP00000501150,0.521,0.0,0.0,0.5,0.083
SH2D2A,PLCG2,9606.ENSP00000376123,9606.ENSP00000482457,0.912,0.0,0.0,0.9,0.157
INPP1,PLCG2,9606.ENSP00000376142,9606.ENSP00000482457,0.9,0.0,0.0,0.9,0.0
DGKA,PLCG2,9606.ENSP00000377703,9606.ENSP00000482457,0.73,0.0,0.0,0.65,0.258
LAT,PIK3CB,9606.ENSP00000378845,9606.ENSP00000501150,0.526,0.0,0.0,0.5,0.091
LAT,PLCG2,9606.ENSP00000378845,9606.ENSP00000482457,0.916,0.0,0.627,0.5,0.581
NFKBID,MALT1,9606.ENSP00000380109,9606.ENSP00000497997,0.428,0.0,0.091,0.0,0.349
NFKBID,RELA,9606.ENSP00000380109,9606.ENSP00000384273,0.787,0.0,0.098,0.0,0.76
CARD11,PLCG2,9606.ENSP00000380150,9606.ENSP00000482457,0.575,0.0,0.0,0.0,0.569
CARD11,RELA,9606.ENSP00000380150,9606.ENSP00000384273,0.76,0.0,0.125,0.5,0.482
CARD11,BCL10,9606.ENSP00000380150,9606.ENSP00000498104,0.999,0.0,0.926,0.9,0.999
CARD11,MALT1,9606.ENSP00000380150,9606.ENSP00000497997,0.999,0.0,0.845,0.9,0.999
PLA2G4F,PLA2G4B,9606.ENSP00000380442,9606.ENSP00000396045,0.463,0.0,0.0,0.4,0.103
PLA2G4F,PLA2G4E,9606.ENSP00000380442,9606.ENSP00000382434,0.482,0.0,0.0,0.4,0.118
PLA2G4F,PRKCA,9606.ENSP00000380442,9606.ENSP00000408695,0.685,0.0,0.0,0.65,0.12
PLA2G4F,PLCG2,9606.ENSP00000380442,9606.ENSP00000482457,0.905,0.0,0.0,0.9,0.093
LAT2,PIK3CB,9606.ENSP00000381492,9606.ENSP00000501150,0.513,0.0,0.0,0.5,0.0
LAT2,PLCG2,9606.ENSP00000381492,9606.ENSP00000482457,0.776,0.0,0.292,0.0,0.668
PLA2G4E,PLA2G4B,9606.ENSP00000382434,9606.ENSP00000396045,0.458,0.0,0.0,0.4,0.095
PLA2G4E,PRKCA,9606.ENSP00000382434,9606.ENSP00000408695,0.685,0.0,0.0,0.65,0.119
PLA2G4E,PLCG2,9606.ENSP00000382434,9606.ENSP00000482457,0.91,0.0,0.0,0.9,0.14
RELA,PRKCA,9606.ENSP00000384273,9606.ENSP00000408695,0.488,0.0,0.0,0.0,0.478
RELA,NKIRAS1,9606.ENSP00000384273,9606.ENSP00000393785,0.63,0.0,0.0,0.4,0.41
RELA,MALT1,9606.ENSP00000384273,9606.ENSP00000497997,0.761,0.0,0.095,0.5,0.478
RELA,BCL10,9606.ENSP00000384273,9606.ENSP00000498104,0.864,0.0,0.422,0.5,0.551
RELA,CXCL2,9606.ENSP00000384273,9606.ENSP00000427279,0.953,0.0,0.292,0.9,0.38
DCC,PLCG2,9606.ENSP00000389140,9606.ENSP00000482457,0.9,0.0,0.0,0.9,0.0
PLA2G4B,PRKCA,9606.ENSP00000396045,9606.ENSP00000408695,0.689,0.0,0.0,0.65,0.131
PLA2G4B,PLCG2,9606.ENSP00000396045,9606.ENSP00000482457,0.908,0.0,0.0,0.9,0.126
PRKCA,PLA2G4C,9606.ENSP00000408695,9606.ENSP00000472546,0.677,0.0,0.0,0.65,0.098
PRKCA,PLCG2,9606.ENSP00000408695,9606.ENSP00000482457,0.949,0.0,0.292,0.9,0.348
ITPKB,PLCG2,9606.ENSP00000411152,9606.ENSP00000482457,0.755,0.0,0.0,0.65,0.319
DAPP1,PLCG2,9606.ENSP00000423602,9606.ENSP00000482457,0.962,0.0,0.0,0.7,0.87
SH3BP2,PLCG2,9606.ENSP00000424846,9606.ENSP00000482457,0.97,0.0,0.292,0.9,0.608
PLA2G4C,PLCG2,9606.ENSP00000472546,9606.ENSP00000482457,0.912,0.0,0.0,0.9,0.148
PLCG2,MALT1,9606.ENSP00000482457,9606.ENSP00000497997,0.477,0.0,0.0,0.0,0.477
PLCG2,BCL10,9606.ENSP00000482457,9606.ENSP00000498104,0.508,0.0,0.0,0.0,0.507
PLCG2,INPP5F,9606.ENSP00000482457,9606.ENSP00000497527,0.902,0.0,0.0,0.9,0.065
PLCG2,PIK3CB,9606.ENSP00000482457,9606.ENSP00000501150,0.938,0.0,0.0,0.9,0.409
MALT1,BCL10,9606.ENSP00000497997,9606.ENSP00000498104,0.999,0.0,0.998,0.9,0.999
CCL22,IL17F,9606.ENSP00000219235,9606.ENSP00000337432,0.445,0.0,0.0,0.0,0.407
CCL22,IL31,9606.ENSP00000219235,9606.ENSP00000366234,0.448,0.0,0.0,0.0,0.448
CCL22,IL4R,9606.ENSP00000219235,9606.ENSP00000379111,0.462,0.0,0.0,0.0,0.45
CCL22,IL21R,9606.ENSP00000219235,9606.ENSP00000338010,0.525,0.0,0.0,0.0,0.48
CCL22,PTGDR2,9606.ENSP00000219235,9606.ENSP00000332812,0.554,0.0,0.0,0.0,0.554
CCL22,IL33,9606.ENSP00000219235,9606.ENSP00000370842,0.571,0.0,0.0,0.0,0.571
CCL22,IL9,9606.ENSP00000219235,9606.ENSP00000274520,0.591,0.0,0.0,0.0,0.577
CCL22,IL5,9606.ENSP00000219235,9606.ENSP00000231454,0.691,0.0,0.0,0.0,0.683
CCL22,CRLF2,9606.ENSP00000219235,9606.ENSP00000370978,0.696,0.0,0.0,0.0,0.69
CCL22,CCL26,9606.ENSP00000219235,9606.ENSP00000378365,0.776,0.0,0.0,0.0,0.776
CCL22,TSLP,9606.ENSP00000219235,9606.ENSP00000339804,0.795,0.0,0.0,0.0,0.795
CCL22,CCL24,9606.ENSP00000219235,9606.ENSP00000400533,0.823,0.0,0.0,0.0,0.817
CCL22,CCL1,9606.ENSP00000219235,9606.ENSP00000225842,0.827,0.0,0.0,0.0,0.818
CCL22,IL4,9606.ENSP00000219235,9606.ENSP00000231449,0.832,0.0,0.0,0.4,0.728
CCL22,IL13,9606.ENSP00000219235,9606.ENSP00000304915,0.835,0.0,0.0,0.4,0.732
CCL22,CCL11,9606.ENSP00000219235,9606.ENSP00000302234,0.866,0.0,0.0,0.0,0.859
CCL22,CCL17,9606.ENSP00000219235,9606.ENSP00000219244,0.964,0.0,0.0,0.9,0.475
CCL17,IL17F,9606.ENSP00000219244,9606.ENSP00000337432,0.438,0.0,0.0,0.0,0.413
CCL17,IL21R,9606.ENSP00000219244,9606.ENSP00000338010,0.463,0.0,0.0,0.0,0.431
CCL17,IL9R,9606.ENSP00000219244,9606.ENSP00000244174,0.531,0.0,0.0,0.0,0.529
CCL17,IL4R,9606.ENSP00000219244,9606.ENSP00000379111,0.533,0.0,0.0,0.0,0.531
CCL17,IL3RA,9606.ENSP00000219244,9606.ENSP00000327890,0.543,0.0,0.0,0.0,0.507
CCL17,IL31,9606.ENSP00000219244,9606.ENSP00000366234,0.586,0.0,0.0,0.0,0.586
CCL17,CCL11,9606.ENSP00000219244,9606.ENSP00000302234,0.616,0.0,0.0,0.0,0.591
CCL17,PTGDR2,9606.ENSP00000219244,9606.ENSP00000332812,0.647,0.0,0.0,0.0,0.62
CCL17,IL9,9606.ENSP00000219244,9606.ENSP00000274520,0.757,0.0,0.0,0.0,0.722
CCL17,CRLF2,9606.ENSP00000219244,9606.ENSP00000370978,0.767,0.0,0.0,0.0,0.757
CCL17,IL5,9606.ENSP00000219244,9606.ENSP00000231454,0.776,0.0,0.0,0.0,0.734
CCL17,IL33,9606.ENSP00000219244,9606.ENSP00000370842,0.779,0.0,0.0,0.0,0.766
CCL17,IL4,9606.ENSP00000219244,9606.ENSP00000231449,0.794,0.0,0.0,0.0,0.77
CCL17,TSLP,9606.ENSP00000219244,9606.ENSP00000339804,0.863,0.0,0.0,0.0,0.854
CCL17,CCL24,9606.ENSP00000219244,9606.ENSP00000400533,0.865,0.0,0.0,0.0,0.853
CCL17,CCL1,9606.ENSP00000219244,9606.ENSP00000225842,0.907,0.0,0.0,0.0,0.891
